cl_id,channel_type,cl_id,PERIOD_count,sum_POS,sum_IN,sum_OUT,sum_CAT,sum_amount,sum_Розничные магазины,sum_Поставщик услуг,sum_Различные магазины,sum_Развлечения,sum_Магазины одежды,sum_Транспорт,sum_Бизнес услуги,sum_Государственные услуги,sum_Личные услуги,sum_Коммунальные и кабельные услуги,sum_Отели и мотели,sum_Профессиональные услуги,sum_Автомобили и транспортные средства,sum_Ремонтные услуги,sum_Аренда автомобилей,sum_Продажи по почте/телефону,sum_Оптовые поставщики и производители,"sum_Авиалинии, авиакомпании",sum_Членские организации,sum_Контрактные услуги,multi_currency,mode_MCC,num_days_in_use,target_flag,target_sum,ostatok
669,type2,669,2,179260.36144600002,0.0,242919.42899999997,0.0,422179.79044600006,36576.993636,249319.42899999997,23470.9589,51354.92753,45951.16018,165.0,0.0,0.0,14455.0,0.0,886.3212000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,11,30,0,0.0,-422179.790446
670,type2,670,4,467799.9114260001,25110.0,587500.0,0.0,1080409.9114259998,17749.62096,612500.0,80744.15735499999,28093.78702,10205.5,57967.590091000005,150974.37600000002,0.0,700.0,0.0,17268.100000000002,0.0,13588.52,0.0,10535.26,0.0,0.0,80083.0,0.0,0.0,multi + rub,73,92,1,145724.96,-1030189.9114260001
671,type2,671,4,159531.48000000004,3049.83,676493.0,0.0,839074.3100000002,79245.62000000001,678793.0,61400.29,3099.0,0.0,0.0,1621.0,0.0,0.0,0.0,0.0,0.0,14915.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,38,91,1,100803.39,-832974.65
672,type2,672,4,162377.85186600004,0.0,279466.0838,0.0,441843.935666,31061.590613999997,279466.0838,35969.631732,0.0,8356.0,13952.9,0.0,870.0,0.0,1000.0,35713.37952,1080.0,34374.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,23,92,1,112233.62,-441843.93566600006
676,type2,676,4,215633.42140800005,37293.8,139370.0,0.0,392297.22140799987,94373.47973600002,175910.34399999998,77397.22,2210.0,7016.327672,20527.8,0.0,11918.960000000001,0.0,1903.99,0.0,0.0,0.0,0.0,0.0,1039.1,0.0,0.0,0.0,0.0,multi + rub,71,92,1,79008.49,-317709.62140800006
677,type2,677,4,301273.94999999995,12837.0,605264.04,0.0,919374.9900000002,69610.72,605264.04,84298.09000000001,0.0,64143.0,27375.0,22119.3,0.0,37970.0,1200.0,0.0,0.0,7394.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,45,92,1,320729.49,-893700.99
679,type2,679,4,257298.728471,0.0,334223.05500000005,1500.0,593021.783471,39112.085741,334223.05500000005,115350.01185000001,0.0,53240.18088,22941.45,0.0,0.0,18465.0,4690.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,48,91,1,80495.49,-591521.783471
680,type2,680,4,29043.672599,0.0,186000.0,0.0,215043.672599,24134.772599,186000.0,4908.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,38,90,0,0.0,-215043.672599
681,type2,681,4,487007.949594,8100.0,755371.85,3500.0,1253979.7995940002,97487.590925,763471.85,84094.51122000001,34020.0,144686.668039,28226.31008,5000.0,0.0,16207.5,3500.0,77285.36933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,29,74,0,0.0,-1234279.799594
682,type2,682,4,142813.88999999998,115060.0,50200.0,0.0,308073.89,42590.38,165200.0,15354.640000000001,0.0,0.0,7020.0,2603.42,0.0,16549.67,957.96,0.0,0.0,57797.81999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,7,93,1,5241.49,-77953.88999999998
688,type2,688,2,2500.0,0.0,0.0,0.0,2500.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,3,61,1,1520.5,-2500.0
690,type2,690,4,24875.96,0.0,69400.0,800.0,95075.96,13391.11,74110.98999999999,1326.0,0.0,2448.5,0.0,0.0,0.0,0.0,800.0,0.0,0.0,2999.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,10,89,1,37013.66,-94275.95999999999
691,type2,691,4,743797.617265,770000.0,29800.0,0.0,1543597.617265,105182.36152000002,799800.0,171757.07377000002,2460.0,95196.0,61510.0,3030.0,0.0,0.0,13438.0,41838.053645,28193.0,7003.1283300000005,1650.0,12600.0,0.0,0.0,199940.0,0.0,0.0,multi + rub,56,92,0,0.0,-3597.617265000008
692,type2,692,4,575620.7600000001,48204.1,39000.0,0.0,662824.8599999999,165263.55,79000.0,91545.01999999999,1200.0,43949.0,40824.3,60420.0,0.0,3050.0,6499.0,63900.0,9960.0,97213.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,53,91,1,97090.15,-566416.6600000001
693,type2,693,4,92781.16,0.0,240000.0,0.0,332781.16000000003,43726.43000000001,240000.0,24667.73,0.0,5417.0,0.0,0.0,0.0,18970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,53,92,1,150892.94,-332781.16000000003
695,type2,695,4,423212.4,621000.0,241300.0,0.0,1285512.3999999997,30836.659999999996,862300.0,355377.69,1910.0,20396.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,14192.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,37,91,1,157378.42,-43512.40000000002
696,type2,696,4,339864.1800000001,91368.0,445650.0,0.0,876882.1799999998,54614.649999999994,535650.0,28298.300000000003,4746.0,97398.34999999999,101628.0,11194.0,0.0,21410.0,12500.0,0.0,500.0,5942.879999999999,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,rub,35,86,0,0.0,-694146.1800000002
697,type2,697,4,462775.79,0.0,120700.0,0.0,583475.7899999999,441637.39,120700.0,6051.9,8400.0,6686.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,19,105,1,99637.3,-583475.79
698,type2,698,4,166487.19999999998,156500.0,0.0,0.0,322987.20000000007,103922.82999999999,156500.0,19446.260000000002,0.0,6643.5,0.0,0.0,0.0,3330.0,0.0,0.0,10200.0,22944.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,83,92,1,60637.19,-9987.199999999983
699,type2,699,4,252957.79000000012,0.0,203000.0,0.0,455957.79,64137.049999999996,203000.0,139260.49000000005,220.0,17981.0,0.0,883.82,0.0,0.0,25851.43,0.0,3400.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,66,92,1,158504.47,-455957.79000000015
700,type2,700,4,177492.75999999995,0.0,199500.0,0.0,376992.76,85536.28000000001,202490.11,30921.5,0.0,25871.0,0.0,0.0,1120.0,0.0,29007.64,0.0,694.0,1352.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,49,92,1,243817.57,-376992.75999999995
701,type2,701,4,212309.05000000008,0.0,100000.0,0.0,312309.05,82446.50000000001,100000.0,42368.399999999994,0.0,35494.0,2708.0,40.0,0.0,1915.0,0.0,6216.7,1000.0,27770.449999999997,12350.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,34,87,1,277186.77,-312309.05000000005
702,type2,702,4,116462.48999999999,900.0,40000.0,0.0,157362.49,30485.489999999994,40000.0,57645.0,0.0,1751.0,1000.0,0.0,0.0,26481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,20,89,1,12702.73,-155562.49
703,type2,703,4,181109.93000000002,47620.0,211000.0,0.0,439729.93,136295.21000000002,258870.0,25156.0,1200.0,8067.0,3636.82,1725.5,0.0,0.0,3100.0,0.0,0.0,1679.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,29,90,1,62792.69,-344489.93000000005
704,type2,704,4,135627.63999999998,0.0,888500.0,0.0,1024127.6400000002,25072.94,888500.0,86689.89,0.0,20099.0,0.0,0.0,0.0,0.0,0.0,0.0,2466.0,999.81,300.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,19,113,1,78079.67,-1024127.64
707,type2,707,3,313631.79,0.0,211477.202,0.0,525108.992,78115.25,211477.202,90883.73000000001,9680.0,0.0,48529.08,0.0,0.0,0.0,0.0,20890.0,0.0,20011.08,45522.65,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,8,38,1,30147.89,-525108.992
708,type2,708,4,178472.7,0.0,840500.0,0.0,1018972.7,12867.980000000001,840500.0,0.0,115600.0,45335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3399.72,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,24,89,1,198617.15,-1018972.7
710,type2,710,5,204475.48440000002,104500.0,497900.0,1400.0,808275.4844,29364.3564,602400.0,66942.48800000001,500.0,40511.0,34762.0,1200.0,0.0,29816.64,1400.0,0.0,0.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,79,111,1,5091045.6,-597875.4844
714,type2,714,4,312958.321938,124719.0,9000.0,0.0,446677.321938,78892.52643299999,129700.0,82369.47670700001,2976.66,3839.247998,74362.9008,28000.0,0.0,0.0,341.0,17550.0,0.0,20607.51,8038.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,20,87,1,55631.31,-197239.32193799998
715,type2,715,4,114196.487248,290000.0,1819500.0,0.0,2223696.4872479998,26507.632448,2109500.0,46040.8648,0.0,10157.8,0.0,0.0,0.0,0.0,380.2,0.0,0.0,31109.989999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,23,82,1,15801.88,-1643696.487248
716,type2,716,2,127836.043581,0.0,281600.0,0.0,409436.04358099995,10372.710000000001,292760.4228,13095.210781,0.0,827.7,0.0,3060.0,0.0,3100.0,0.0,0.0,86220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,16,39,1,75714.91,-409436.043581
717,type2,717,3,259599.24,599715.97,10600.0,0.0,869915.2099999998,52535.369999999995,596600.0,119091.84000000001,0.0,18708.0,77040.0,0.0,0.0,0.0,0.0,0.0,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,19,75,1,36387.86,329516.73
718,type2,718,4,143125.16,73545.5,282.01599999999996,0.0,216952.67599999992,46718.740000000005,72374.016,28240.389999999996,0.0,6801.0,56409.2,0.0,0.0,0.0,5209.33,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,61,94,1,85820.33,-69861.676
719,type2,719,2,27529.8,10000.0,9000.0,0.0,46529.8,8896.41,19000.0,16183.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,6,22,0,0.0,-26529.800000000003
721,type2,721,4,158595.98,0.0,21700.0,0.0,180295.97999999998,22187.23,21700.0,31236.41,15810.0,2200.0,8450.0,3339.6400000000003,0.0,2350.0,0.0,0.0,72297.0,725.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,41,91,1,145878.07,-180295.98
722,type2,722,3,217849.391328,38650.0,227214.9363,0.0,483714.3276279999,54840.87762000001,265864.9363,139855.121916,1547.91,4486.0,5523.70556,0.0,0.0,0.0,0.0,9001.406232,0.0,447.0,0.0,0.0,2147.37,0.0,0.0,0.0,0.0,multi + rub,30,79,0,0.0,-406414.327628
724,type2,724,4,11986.02,147000.0,655800.0,27000.0,841786.0199999999,5391.25,830310.0,4314.7699999999995,0.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,31,94,1,132047.4,-520786.02
726,type2,726,4,162524.59816000005,0.0,432958.2,3000.0,598482.7981599998,66953.66816,432958.2,42059.619999999995,0.0,7118.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,46393.310000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,29,92,1,198030.42,-595482.79816
729,type2,729,4,314607.38980599993,12000.0,9324.611,0.0,335932.00080599997,125403.82922699997,21324.611,105024.056917,3240.560544,15424.943284,5712.10397,5000.0,1333.565864,0.0,16616.0,170.0,0.0,36682.329999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,69,92,1,307962.55,-311932.0008059999
730,type2,730,3,60000.0,0.0,910000.0,0.0,970000.0,60000.0,910000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,11,77,0,0.0,-970000.0
731,type2,731,4,492068.18,0.0,307900.0,0.0,799968.1799999999,195022.67999999996,307900.0,279023.85,0.0,0.0,10339.0,0.0,0.0,0.0,0.0,0.0,0.0,7682.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,22,91,1,304230.98,-799968.1799999999
732,type2,732,4,65978.20278200002,0.0,366000.0,0.0,431978.202782,16319.698640000002,366000.0,14425.619137,1200.0,1859.0,17052.288005000002,0.0,0.0,0.0,0.0,5170.207,0.0,9951.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,13,89,1,43973.66,-431978.202782
735,type2,735,4,81677.00999999998,150000.0,346900.0,0.0,578577.01,25625.28,496900.0,17679.82,0.0,6856.8,399.0,350.0,252.5,0.0,0.0,0.0,0.0,8812.61,0.0,0.0,0.0,0.0,21701.0,0.0,0.0,rub,16,92,1,29653.85,-278577.01
736,type2,736,4,507257.8300000001,2563.8,1751000.0,0.0,2260821.63,334649.83,1751000.0,101281.7,0.0,37849.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29440.6,0.0,0.0,0.0,6600.0,0.0,0.0,0.0,rub,24,91,1,297285.59,-2255694.0300000003
740,type2,740,3,233401.278417,34196.0,60000.0,0.0,327597.278417,13399.579999999998,94028.0,56332.698417,0.0,144650.0,0.0,0.0,0.0,0.0,0.0,16360.0,2827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,14,57,1,177300.36,-259205.27841699996
743,type2,743,4,142048.548234,850000.0,1263700.0,0.0,2255748.5482340003,73783.93,2113700.0,15202.0,3800.0,16393.0,3672.378638,3050.0,0.0,6280.0,3950.4495960000004,0.0,0.0,15916.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,39,104,1,251691.47,-555748.5482339999
744,type2,744,4,17211.48,0.0,339500.0,0.0,356711.48,9280.48,339500.0,7897.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,19,92,1,11915.84,-356711.48
745,type2,745,4,109894.62847000001,0.0,402835.0,3300.0,516029.62846999994,17133.771992,402835.0,17363.776478,17000.0,250.0,1825.0,3000.0,0.0,0.0,3300.0,0.0,0.0,53322.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,16,87,1,133592.45,-512729.62847
749,type2,749,4,287586.79,75000.0,164000.0,0.0,526586.79,33705.78,239000.0,98820.1,6560.0,72832.0,2200.0,2537.5,0.0,19888.0,0.0,0.0,49192.0,1851.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,40,91,1,293607.43,-376586.79
750,type2,750,4,169920.91,37800.0,417140.6,0.0,624861.51,64134.53999999999,457840.6,51066.369999999995,840.0,13980.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,99,89,0,0.0,-549261.51
751,type2,751,2,1787.0,0.0,61000.0,2500.0,65287.0,0.0,61000.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,3,38,1,82902.9,-62787.0
753,type2,753,5,18932.69,475150.0,79000.0,0.0,573082.69,3470.69,554150.0,8472.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,7,131,1,67114.85,377217.31
754,type2,754,4,5715.61,0.0,178500.0,0.0,184215.61,5715.61,178500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,10,92,1,110.0,-184215.61
756,type2,756,4,115199.44783399998,38419.91,188816.3,0.0,342435.657834,14895.43025,231457.50999999998,46685.40981600001,2057.7964,4704.961828,14422.80628,0.0,2391.7235800000003,274.29967999999997,2971.32,6668.0,13150.0,1575.4,0.0,0.0,0.0,1181.0,0.0,0.0,0.0,multi + rub,63,91,1,76304.02,-265595.837834
757,type2,757,4,323833.41000000003,62876.0,376418.0,0.0,763127.41,63259.869999999995,439294.0,78593.04,10010.0,98593.9,24948.149999999998,0.0,2272.5,5534.0,1018.65,23237.0,0.0,16366.300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,120,92,1,512161.42,-637375.41
759,type2,759,4,167251.63999999998,4883.0,800000.0,0.0,972134.64,16754.4,800000.0,81598.78,700.0,23298.0,17227.0,1000.0,0.0,0.0,0.0,4800.0,6368.0,11088.460000000001,9300.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,21,92,1,145676.1,-962368.64
763,type2,763,4,453316.05,0.0,333500.0,0.0,786816.05,37525.09,390798.07,107600.15999999999,14300.0,149.0,213820.0,0.0,764.25,0.0,13085.66,0.0,1900.0,6873.820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,87,92,1,366398.47,-786816.05
765,type2,765,4,27086.960000000003,0.0,266500.0,0.0,293586.96,14533.98,266500.0,7817.98,960.0,1900.0,1022.5,0.0,252.5,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,35,91,1,50210.79,-293586.96
767,type2,767,4,277184.704296,200000.0,14859.936000000002,0.0,492044.64029599994,37844.580226,214859.936,89504.12406999999,0.0,80546.0,69290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,6,86,1,258176.0,-92044.640296
771,type2,771,5,369132.93999999994,217519.82,421528.38,0.0,1008181.14,194513.78,623258.38,55164.21000000001,0.0,14245.0,55.0,9207.5,0.0,400.0,13883.37,145.0,0.0,69308.90000000001,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,rub,59,100,0,0.0,-573141.5
772,type2,772,4,208459.66999999995,0.0,238000.0,1800.0,448259.67,11720.939999999999,238000.0,26958.53,0.0,169431.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,349.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,18,90,1,114461.44,-446459.6699999999
773,type2,773,4,31921.160000000003,5620.0,443326.03,0.0,480867.19000000006,8531.86,449446.03,15976.3,3069.0,2390.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,rub,36,81,1,17511.62,-469627.19000000006
777,type2,777,5,165934.84719900007,0.0,1020172.02,0.0,1186106.8671989997,31167.003999,1020172.02,109907.769273,0.0,3319.0,14783.073927000001,1660.0,0.0,0.0,398.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,34,105,1,177871.52,-1186106.867199
780,type2,780,4,185352.85,0.0,204200.0,0.0,389552.85,44656.49,204200.0,61287.30999999999,11340.0,36734.0,10856.0,6294.05,812.0,9127.0,1558.0,0.0,2688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,38,92,1,230345.5,-389552.85
786,type2,786,5,87248.35200000001,761400.0,234800.0,0.0,1083448.352,20783.77,996200.0,7735.5599999999995,0.0,0.0,420.0,0.0,0.0,900.0,0.0,57409.022000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,29,94,1,6111.25,439351.648
787,type2,787,4,51877.259999999995,0.0,113500.0,0.0,165377.26,2425.75,113500.0,37359.509999999995,0.0,12092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,39,91,1,57634.67,-165377.26
789,type2,789,4,243383.22000000003,595000.0,400.0,0.0,838783.2200000001,84276.41999999998,595400.0,90778.0,0.0,32940.0,13265.8,1660.0,0.0,5400.0,15063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,62,92,1,451377.25,351216.77999999997
791,type2,791,4,153146.56999999998,86990.0,18000.0,0.0,258136.57,43360.66000000002,98000.0,92598.01000000001,2220.0,12146.5,5011.4,0.0,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,60,73,1,32714.44,-84156.56999999998
794,type2,794,5,43340.15,0.0,497480.0,0.0,540820.15,3097.0,497480.0,2744.25,10700.0,7476.9,0.0,1800.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17012.0,0.0,0.0,rub,27,96,1,38429.0,-540820.15
799,type2,799,4,201699.78587999992,0.0,128000.0,0.0,329699.7858799999,54249.329999999994,128000.0,39969.8,45960.0,29521.3,8484.6,0.0,0.0,0.0,0.0,23014.32588,0.0,500.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,47,92,1,243938.5,-329699.7858799999
802,type2,802,4,12638.359999999999,0.0,339900.0,0.0,352538.36,8828.130000000001,339900.0,1514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,12,91,0,0.0,-352538.36
804,type2,804,4,121704.01,28000.0,158170.0,182100.0,489974.01,6990.650000000001,372080.0,42281.07,1300.0,41074.0,12804.3,0.0,0.0,9950.0,299.0,0.0,0.0,0.0,0.0,0.0,3194.99,0.0,0.0,0.0,0.0,rub,40,91,1,65844.69,-251874.01
808,type2,808,4,397764.97,146679.0,38855.0,0.0,583298.9700000002,98612.95000000001,183780.0,114210.03,720.0,29358.9,2870.0,6931.0,0.0,1450.0,0.0,2250.0,111890.0,29028.09,2150.0,0.0,0.0,48.0,0.0,0.0,0.0,rub,63,97,1,310818.69,-289940.97
809,type2,809,4,220004.27115999995,0.0,203900.0,0.0,423904.27115999995,35903.95,205900.0,68173.85,46200.0,37140.67,6153.461160000001,349.0,0.0,799.0,17540.34,0.0,5744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,95,92,1,233546.48,-423904.27115999995
811,type2,811,4,248488.36450000003,7385.0,168135.0,0.0,424008.36450000014,58861.15049999998,168135.0,64376.284,0.0,17835.050000000003,75631.0,8212.0,750.0,0.0,3600.0,7257.88,3023.0,11327.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,multi + rub,26,92,1,374570.24,-409238.3645
812,type2,812,4,52998.80999999999,0.0,28500.0,0.0,81498.81,20615.67,28500.0,7866.5,0.0,787.0,3342.6,0.0,0.0,4190.0,405.0,0.0,5550.0,8997.04,1065.0,0.0,0.0,180.0,0.0,0.0,0.0,rub,56,92,1,79270.93,-81498.81
815,type2,815,2,146336.09,0.0,0.0,0.0,146336.09,107096.09,0.0,840.0,38400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,2,3,0,0.0,-146336.09
817,type2,817,4,170893.69999999995,11988.0,78000.0,0.0,260881.69999999995,35788.5,78000.0,63473.3,0.0,43772.0,17542.899999999998,3300.0,0.0,0.0,1000.0,18005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,40,85,1,90802.8,-236905.69999999995
819,type2,819,4,176717.90999999995,4400.0,277000.0,200.0,458317.9100000001,67215.95999999999,281400.0,12351.449999999999,0.0,36853.0,32000.0,0.0,0.0,0.0,200.0,0.0,0.0,28297.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,19,90,1,283750.03,-449317.9099999999
820,type2,820,3,160665.22999999998,50000.0,130000.0,0.0,340665.2299999999,7244.06,180000.0,142521.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,7999.469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,24,76,0,0.0,-240665.22999999998
823,type2,823,4,39801.44,15000.0,192800.0,0.0,247601.44,6068.47,207800.0,18930.97,0.0,2245.0,1115.0,0.0,0.0,0.0,499.0,8990.0,0.0,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,12,90,1,55157.15,-217601.44
826,type2,826,4,114254.67999999996,0.0,62900.0,2110.0,179264.68000000002,43423.2,62900.0,70481.48000000001,0.0,0.0,0.0,0.0,0.0,0.0,2110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,rub,42,88,1,58496.89,-177154.67999999996
828,type2,828,4,73364.0,0.0,32000.0,0.0,105364.0,0.0,32000.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59364.0,0.0,0.0,rub,1,148,0,0.0,-105364.0
830,type2,830,4,197473.88999999998,18.77,802000.0,0.0,999492.66,56278.479999999996,802000.0,18152.64,0.0,4919.0,46445.0,28500.0,0.0,0.0,1790.0,0.0,1230.0,36587.54,0.0,0.0,0.0,3590.0,0.0,0.0,0.0,rub,32,92,1,2765.0,-999455.12
834,type2,834,5,56052.49999999999,10000.0,72000.0,0.0,138052.50000000003,16478.01,82000.0,23279.789999999997,0.0,16294.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,56,94,1,49238.85,-118052.5
836,type2,836,4,129763.52,0.0,196000.0,0.0,325763.52,73778.36,196000.0,12334.2,26400.0,7440.0,9810.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,36,88,1,404390.8,-325763.52
839,type2,839,4,469261.21981199994,0.0,221257.269,0.0,690518.4888120001,163210.39991899996,221257.269,149587.28999999998,21450.0,26720.689893,29485.0,1173.5900000000001,0.0,0.0,2500.0,0.0,0.0,74434.25,0.0,0.0,0.0,700.0,0.0,0.0,0.0,multi + rub,69,88,1,179200.96,-690518.4888119999
840,type2,840,2,81558.0,70000.0,0.0,0.0,151558.0,0.0,70000.0,0.0,0.0,1818.0,0.0,79740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rub,1,10,1,6272.5,-11558.0
842,type2,842,3,73275.846884,0.0,362069.5,150.0,435495.346884,15267.31944,362069.5,31665.834799999997,0.0,13701.0,0.0,0.0,0.0,1700.0,150.0,9941.692643999999,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,32,63,1,84413.44,-435345.346884
847,type2,847,4,123113.154017,0.0,683500.0,0.0,806613.1540170002,47519.08,683500.0,26338.0,0.0,4482.0,35317.684017,0.0,0.0,5076.8,0.0,0.0,0.0,3699.59,680.0,0.0,0.0,0.0,0.0,0.0,0.0,multi + rub,37,89,1,213454.21,-806613.154017
850,type2,850,4,637578.4991130002,116708.0,1063793.8399999999,0.0,1818080.3391129996,111549.10843200001,1179480.8399999999,163848.826473,24906.654776,88110.942956,5272.799120000001,12652.0,0.0,11500.0,6772.75,16141.521840000001,18499.0,18433.57,0.0,34301.325516000004,0.0,0.0,126611.0,0.0,0.0,multi + rub,44,89,1,1791264.07,-1584664.339113
